#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
183	NM_001025559	chr7	-	115470871	116038744	115476917	115801605	16	115470871,115486547,115489662,115512660,115541621,115544469,115550009,115580564,115597495,115659515,115662271,115701695,115777050,115801368,115943893,116038676,	115477221,115486764,115489896,115512769,115541806,115544653,115550159,115580644,115597619,115659584,115662444,115701785,115777258,115801609,115943962,116038744,	0	Sox6	cmpl	cmpl	2,1,1,0,1,0,0,1,0,0,1,1,0,0,-1,-1,
186	NM_001024138	chr7	-	119140748	119184538	119144322	119184374	2	119140748,119184271,	119145257,119184538,	0	Gpr139	cmpl	cmpl	1,0,
187	NM_016669	chr7	-	120186379	120201989	120186633	120201924	8	120186379,120189725,120190451,120195324,120197649,120199247,120201076,120201754,	120186698,120189810,120190573,120195508,120197751,120199310,120201227,120201989,	0	Crym	cmpl	cmpl	1,0,1,0,0,0,2,0,
189	NM_001272023	chr7	+	121865037	121918728	121899238	121918059	13	121865037,121899227,121902274,121902699,121910399,121911965,121912404,121914211,121915270,121915725,121916525,121917499,121917678,	121865137,121899549,121902542,121902890,121910503,121912129,121912512,121914329,121915346,121915783,121916587,121917575,121918728,	0	Scnn1b	cmpl	cmpl	-1,0,2,0,2,1,0,0,1,2,0,2,0,
189	NM_011326	chr7	+	121734478	121768482	121737917	121767549	13	121734478,121737885,121740296,121742252,121743652,121746586,121760390,121762377,121763010,121763170,121763419,121766237,121767168,	121734543,121738234,121740615,121742443,121743756,121746750,121760489,121762495,121763089,121763228,121763481,121766313,121768482,	0	Scnn1g	cmpl	cmpl	-1,0,2,0,2,1,0,0,1,2,0,2,0,
189	NM_008855	chr7	+	122289124	122634401	122289344	122627814	17	122289124,122290512,122424958,122457214,122458043,122516828,122518044,122528475,122544632,122568133,122582429,122584397,122590044,122594602,122594965,122600689,122627655,	122289517,122290544,122425041,122457326,122458172,122516985,122518179,122528572,122544779,122568307,122582521,122584460,122590183,122594683,122595073,122600830,122634401,	0	Prkcb	cmpl	cmpl	0,2,1,0,1,1,2,2,0,0,0,2,2,0,0,0,0,
191	NM_001252072	chr7	+	123982827	124398989	123983180	124397462	2	123982827,124396825,	123983893,124398989,	0	Hs3st4	cmpl	cmpl	0,2,
192	NM_001008700	chr7	+	125552270	125579474	125565654	125577054	11	125552270,125564551,125565636,125567155,125569022,125569941,125571433,125572850,125574637,125575139,125575523,	125552328,125564727,125565724,125567297,125569174,125570093,125571590,125572950,125574716,125575189,125579474,	0	Il4ra	cmpl	cmpl	-1,-1,0,1,2,1,0,1,2,0,2,
193	NM_001101488	chr7	-	125878418	126082411	125881140	126082178	7	125878418,125891659,125910163,125923422,125958434,126020623,126081859,	125881238,125891730,125910331,125923534,125958587,126020671,126082411,	0	Gsg1l	cmpl	cmpl	1,2,2,1,1,1,0,
196	NM_001080963	chr7	+	129257093	129391307	129257113	129391055	7	129257093,129307623,129316267,129321488,129323362,129379346,129390855,	129257169,129307732,129316358,129321552,129323487,129379517,129391307,	0	Plpp4	cmpl	cmpl	0,2,0,1,2,1,1,
197	NM_019564	chr7	+	130936202	130985658	130936271	130985131	9	130936202,130961512,130961972,130979300,130979951,130981656,130982236,130983659,130984962,	130936743,130961612,130962177,130979495,130979984,130981771,130982294,130983755,130985658,	0	Htra1	cmpl	cmpl	0,1,2,0,0,0,1,2,2,
199	NM_175268	chr7	-	132712083	132786935	132715642	132779213	5	132712083,132759388,132771577,132779135,132786867,	132716002,132760167,132771629,132779385,132786935,	0	Fam53b	cmpl	cmpl	0,1,0,0,-1,
199	NM_029935	chr7	-	132235779	132317228	132238273	132270550	8	132235779,132241416,132247863,132262682,132266656,132268918,132270004,132317046,	132238464,132241564,132248020,132262839,132266803,132269258,132271001,132317228,	0	Chst15	cmpl	cmpl	1,0,2,1,1,0,0,-1,
202	NM_011212	chr7	+	135537823	135686294	135643864	135683306	21	135537823,135601464,135643857,135651752,135652089,135653892,135659052,135663243,135663938,135664986,135667550,135668996,135669721,135670698,135671107,135672744,135674247,135678204,135679092,135681551,135683231,	135538116,135601487,135643976,135651846,135652163,135654029,135659143,135663320,135663975,135665084,135667670,135669160,135669857,135670848,135671201,135672821,135674382,135678330,135679259,135681687,135686294,	0	Ptpre	cmpl	cmpl	-1,-1,0,1,2,1,0,1,0,1,0,0,2,0,0,1,0,0,0,2,0,
203	NM_001113414	chr7	-	137193670	137314445	137196370	137313913	16	137193670,137198491,137199093,137200382,137201125,137206184,137225142,137225755,137231190,137235906,137307484,137309298,137312348,137313092,137313517,137313779,	137196402,137198689,137199282,137200560,137201191,137206273,137225269,137225886,137231308,137235988,137307553,137309372,137312404,137313156,137313674,137314445,	0	Ebf3	cmpl	cmpl	1,1,1,0,0,1,0,1,0,2,2,0,1,0,2,0,
205	NM_001162540	chr7	-	139103637	139213307	139104222	139125246	12	139103637,139105264,139119016,139119240,139120669,139121355,139121760,139121936,139122828,139125127,139141074,139213211,	139104367,139105332,139119148,139119366,139120786,139121459,139121850,139121974,139123002,139125279,139141130,139213307,	0	Stk32c	cmpl	cmpl	2,0,0,0,0,1,1,2,2,0,-1,-1,
205	NM_028708	chr7	+	138940729	139083976	138989388	139064691	20	138940729,138989280,139007303,139017523,139019106,139020125,139020812,139022657,139023328,139025396,139026753,139027733,139029611,139030460,139031717,139031896,139062606,139064640,139065305,139081678,	138940800,138989523,139007801,139017739,139019226,139020272,139020944,139022693,139023388,139025525,139026882,139027817,139029674,139030559,139031816,139031950,139062676,139064713,139066258,139083976,	0	Jakmip3	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,-1,
206	NM_177469	chr7	+	139834173	139878088	139840805	139876194	8	139834173,139835202,139840227,139845584,139847658,139852511,139873958,139874966,	139834527,139835397,139840817,139845712,139847782,139852657,139874057,139878088,	0	Adgra1	cmpl	cmpl	-1,-1,0,0,2,0,2,2,
207	NM_007878	chr7	+	141292017	141296464	141292037	141294861	4	141292017,141293712,141293912,141294658,	141292313,141293825,141294484,141296464,	0	Drd4	cmpl	cmpl	0,0,2,1,
208	NM_001136071	chr7	+	142460811	142494868	142460898	142490648	11	142460811,142484478,142486346,142488418,142488847,142489128,142489324,142489899,142490344,142490558,142494235,	142460966,142484625,142486505,142488515,142488940,142489172,142489406,142490034,142490422,142490665,142494868,	0	Lsp1	cmpl	cmpl	0,2,2,2,0,0,2,0,0,0,-1,
208	NM_177265	chr7	-	142326109	142372259	142328542	142371100	4	142326109,142350409,142370857,142372161,	142328691,142350506,142371310,142372259,	0	Ifitm10	cmpl	cmpl	1,0,0,-1,
208	NM_008748	chr7	-	142079486	142095284	142081859	142090174	7	142079486,142083267,142083591,142084352,142088363,142089943,142094922,	142083030,142083391,142083751,142084519,142088502,142090266,142095284,	0	Dusp8	cmpl	cmpl	2,1,0,1,0,0,-1,
208	NM_001009929	chr7	+	141949750	142004243	141950085	141999005	20	141949750,141981536,141982980,141984393,141984848,141985433,141985709,141985885,141987421,141987750,141988113,141988285,141992239,141993111,141993714,141996888,141998377,141998632,141998919,142002474,	141950179,141981631,141983066,141984534,141984965,141985467,141985778,141986032,141987453,141987915,141988211,141988436,141992300,141993319,141993763,141997012,141998558,141998722,141999014,142004243,	0	Brsk2	cmpl	cmpl	0,1,0,2,2,2,0,0,0,2,2,1,2,0,1,2,0,1,1,-1,
209	NM_008434	chr7	+	143107253	143427042	143107358	143426125	16	143107253,143149497,143182729,143183096,143183626,143184401,143191419,143192575,143194221,143195262,143261255,143358709,143362591,143363229,143363632,143425909,	143107741,143149588,143182856,143183175,143183723,143184542,143191530,143192671,143194344,143195404,143261376,143358785,143362686,143363276,143363694,143427042,	0	Kcnq1	cmpl	cmpl	0,2,0,1,2,0,0,0,0,0,1,2,0,2,1,0,
210	NM_001081370	chr7	+	144284393	144424494	144284968	144421135	11	144284393,144286641,144395462,144396350,144396637,144398240,144405329,144407120,144408055,144409461,144420558,	144285137,144286766,144395598,144396431,144396646,144398261,144405460,144407232,144408076,144411868,144424494,	0	Shank2	cmpl	cmpl	0,1,0,1,1,1,1,0,1,1,2,
619	NR_028416	chr7	-	4467244	4470884	4470884	4470884	1	4467244,	4470884,	0	D630041G03Rik	unk	unk	-1,
619	NM_026146	chr7	+	4464734	4480487	4465395	4478927	20	4464734,4465358,4468853,4469195,4469880,4470282,4470807,4471226,4471795,4472112,4472298,4472474,4473930,4474184,4477329,4477563,4477889,4478139,4478618,4478840,	4464760,4465412,4468894,4469254,4470042,4470432,4470890,4471488,4471922,4472201,4472373,4472623,4474072,4474213,4477459,4477695,4477998,4478314,4478751,4480487,	0	Eps8l1	cmpl	cmpl	-1,0,2,1,0,0,0,2,0,1,0,0,2,0,2,0,0,1,2,0,
621	NM_008350	chr7	-	4772377	4778141	4773566	4777986	5	4772377,4775877,4776129,4776324,4777979,	4773737,4776039,4776216,4776497,4778141,	0	Il11	cmpl	cmpl	0,0,0,1,0,
621	NM_172737	chr7	-	4825551	4844696	4829634	4836723	6	4825551,4830758,4831672,4834229,4836043,4844604,	4830275,4830908,4831723,4834384,4836878,4844696,	0	Shisa7	cmpl	cmpl	1,1,1,2,0,-1,
623	NM_026900	chr7	+	5051531	5053723	5052816	5053335	2	5051531,5052804,	5051714,5053723,	0	Zfp580	cmpl	cmpl	-1,0,
623	NM_146178	chr7	+	5056725	5060784	5057628	5060523	5	5056725,5057798,5057991,5059495,5060206,	5057659,5057903,5058168,5059705,5060784,	0	Ccdc106	cmpl	cmpl	0,1,1,1,1,
623	NM_001033383	chr7	+	5020375	5033223	5029017	5032194	3	5020375,5028990,5032762,	5020655,5032207,5033223,	0	Zfp865	cmpl	cmpl	-1,0,-1,
623	NM_026741	chr7	-	4992851	4996101	4993221	4994910	2	4992851,4996003,	4994912,4996101,	0	Zfp579	cmpl	cmpl	0,-1,
631	NM_001013012	chr7	-	6131488	6155965	6132104	6143140	3	6131488,6143061,6155844,	6133171,6143150,6155965,	0	Zfp787	cmpl	cmpl	1,0,-1,
632	NM_001146024	chr7	+	6172512	6193104	6183890	6189980	5	6172512,6173981,6183861,6188133,6189405,	6172574,6174101,6184202,6188242,6193104,	0	Zfp444	cmpl	cmpl	-1,-1,0,0,1,
640	NM_011334	chr7	-	7282308	7299557	7284183	7296828	13	7282308,7287645,7288874,7290398,7291410,7293037,7293914,7294732,7294995,7295969,7296723,7298691,7299240,	7284274,7287862,7289273,7290585,7291956,7293118,7294121,7294855,7295183,7296069,7296878,7298836,7299557,	0	Clcn4	cmpl	cmpl	2,1,1,0,0,0,0,0,1,0,0,-1,-1,
683	NM_029809	chr7	+	12927415	12931072	12927895	12928894	2	12927415,12927884,	12927466,12931072,	0	Rnf225	cmpl	cmpl	-1,0,
684	NM_145819	chr7	-	13042302	13054764	13043267	13053141	6	13042302,13051490,13051732,13052182,13052742,13054480,	13044700,13051611,13051803,13052366,13053181,13054764,	0	Mzf1	cmpl	cmpl	1,0,1,0,0,-1,
686	NM_177312	chr7	-	13258966	13278721	13259677	13277420	5	13258966,13260899,13269334,13277145,13278643,	13260898,13261640,13269647,13277428,13278721,	0	Zswim9	cmpl	cmpl	0,0,2,0,-1,
706	NM_153068	chr7	-	15948986	15967535	15950240	15964310	6	15948986,15952065,15957490,15963379,15963906,15967419,	15950792,15952230,15957903,15963477,15964366,15967535,	0	Ehd2	cmpl	cmpl	0,0,1,2,0,-1,
708	NM_148946	chr7	+	16129825	16160511	16133844	16159180	10	16129825,16133828,16140503,16144930,16150340,16150573,16152818,16153194,16157146,16158803,	16130421,16134519,16141168,16145353,16150444,16150591,16152943,16153294,16157425,16160511,	0	Slc8a2	cmpl	cmpl	-1,0,0,2,2,1,1,0,1,1,
710	NM_008718	chr7	-	16455720	16476780	16455834	16475628	12	16455720,16459185,16460805,16461329,16461780,16462149,16463247,16465106,16465360,16474592,16475506,16476644,	16456304,16459280,16460953,16461436,16461938,16462265,16463416,16465196,16465434,16474828,16475684,16476780,	0	Npas1	cmpl	cmpl	1,2,1,2,0,1,0,0,1,2,0,-1,
713	NM_173430	chr7	-	16809266	16816732	16810450	16811935	3	16809266,16815063,16816699,	16811976,16815126,16816732,	0	Fkrp	cmpl	cmpl	0,-1,-1,
714	NM_001099636	chr7	+	16944681	16948828	16945092	16947078	1	16944681,	16948828,	0	Pnmal2	cmpl	cmpl	0,
714	NM_001101535	chr7	+	16993901	16997515	16994587	16996645	1	16993901,	16997515,	0	Ccdc8	cmpl	cmpl	0,
729	NM_145579	chr7	+	18991244	19001766	18992109	19001161	3	18991244,18991831,19000490,	18991354,18992620,19001766,	0	Mypop	cmpl	cmpl	-1,0,1,
730	NM_001159671	chr7	+	19054686	19074447	19054744	19074275	5	19054686,19057536,19067088,19068033,19074037,	19055373,19057768,19067233,19068151,19074447,	0	Rsph6a	cmpl	cmpl	0,2,0,1,2,
730	NM_011383	chr7	+	19094543	19098345	19094636	19097745	3	19094543,19096231,19097155,	19095418,19097019,19098345,	0	Six5	cmpl	cmpl	0,2,1,
732	NM_008036	chr7	-	19302695	19310045	19304840	19309431	4	19302695,19306558,19307119,19309305,	19305302,19306666,19307440,19310045,	0	Fosb	cmpl	cmpl	0,0,0,0,
733	NM_007710	chr7	+	19411093	19421583	19414137	19421386	8	19411093,19414118,19414896,19415400,19416718,19419438,19420106,19421207,	19411146,19414330,19415051,19415533,19416890,19419562,19420296,19421583,	0	Ckm	cmpl	cmpl	-1,0,1,0,1,2,0,1,
733	NM_027116	chr7	+	19518730	19525050	19518730	19524775	4	19518730,19519801,19521933,19522970,	19518821,19520251,19522065,19525050,	0	Nkpd1	cmpl	cmpl	0,1,1,1,
733	NR_073014	chr7	-	19417465	19421417	19421417	19421417	4	19417465,19420057,19420418,19421156,	19419553,19420232,19420454,19421417,	0	A930016O22Rik	unk	unk	-1,-1,-1,-1,
770	NM_001163810	chr7	-	24333079	24333965	24333202	24333898	1	24333079,	24333965,	0	Tescl	cmpl	cmpl	0,
771	NM_199013	chr7	-	24431925	24445682	24431998	24433390	3	24431925,24435826,24445492,	24433446,24435946,24445682,	0	Irgc1	cmpl	cmpl	0,-1,-1,
771	NM_153112	chr7	+	24482022	24504533	24482098	24503621	9	24482022,24499155,24499512,24499923,24500475,24500731,24501564,24502665,24503511,	24482162,24499302,24499665,24500058,24500640,24500822,24501737,24502794,24504533,	0	Cadm4	cmpl	cmpl	0,1,1,1,1,1,2,1,1,
772	NM_001102613	chr7	+	24611327	24629297	24611344	24628979	15	24611327,24612496,24612875,24616831,24617259,24619140,24619381,24620076,24623853,24624094,24624288,24624633,24626482,24627274,24628844,	24611578,24612679,24613013,24616960,24617418,24619251,24619465,24620190,24623953,24624185,24624376,24624690,24626720,24627360,24629297,	0	Phldb3	cmpl	cmpl	0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,
772	NM_001033205	chr7	-	24583837	24587641	24585494	24586729	4	24583837,24586653,24587157,24587450,	24586138,24586817,24587242,24587641,	0	Zfp575	cmpl	cmpl	1,0,-1,-1,
778	NM_001081375	chr7	-	25367615	25369724	25367747	25368474	4	25367615,25367965,25368365,25369664,	25367837,25368102,25368476,25369724,	0	Cnfn	cmpl	cmpl	0,1,0,-1,
780	NM_172148	chr7	+	25681157	25686562	25681386	25686294	3	25681157,25683290,25685980,	25681474,25683416,25686562,	0	B9d2	cmpl	cmpl	0,1,1,
794	NM_144923	chr7	+	27447977	27465981	27448117	27465877	5	27447977,27459255,27459562,27462566,27465719,	27448196,27459420,27459652,27462695,27465981,	0	Blvrb	cmpl	cmpl	0,1,1,1,1,
800	NM_007866	chr7	-	28293554	28301785	28293920	28301746	9	28293554,28294040,28294343,28296287,28298518,28298892,28300166,28301283,28301683,	28293926,28294125,28294923,28296510,28298736,28299135,28300224,28301565,28301785,	0	Dll3	cmpl	cmpl	0,2,1,0,1,1,0,0,0,
800	NM_175033	chr7	-	28284651	28291186	28287964	28291077	6	28284651,28287905,28288121,28288300,28288470,28290322,	28284763,28288042,28288196,28288354,28288495,28291186,	0	Selenov	cmpl	cmpl	-1,0,0,0,2,0,
803	NM_175319	chr7	-	28607321	28630913	28607939	28629579	13	28607321,28610985,28614218,28614392,28614535,28614679,28614860,28615072,28615363,28616480,28617052,28629458,28630843,	28608005,28611123,28614290,28614460,28614593,28614787,28614975,28615135,28615487,28616663,28617253,28629710,28630913,	0	Acp7	cmpl	cmpl	0,0,0,1,0,0,2,2,1,1,1,0,-1,
804	NM_001195091	chr7	+	28756173	28758964	28756178	28758744	5	28756173,28756463,28756654,28757040,28758654,	28756257,28756504,28756742,28757567,28758964,	0	Ccer2	cmpl	cmpl	0,1,0,1,0,
805	NM_001110807	chr7	+	28881655	28893585	28881723	28892988	21	28881655,28882550,28882769,28883127,28885727,28886370,28886532,28886697,28887572,28887819,28888418,28888611,28889072,28889196,28889780,28890155,28890323,28890910,28892618,28892822,28892961,	28881960,28882620,28882888,28883261,28885896,28886445,28886618,28886772,28887736,28888055,28888430,28888820,28889115,28889256,28889838,28890226,28890386,28890989,28892735,28892881,28893585,	0	Capn12	cmpl	cmpl	0,0,1,0,2,0,0,2,2,1,0,0,2,0,0,1,0,0,1,1,0,
807	NM_182694	chr7	+	29170209	29173933	29171088	29173873	3	29170209,29170857,29173755,	29170441,29173100,29173933,	0	Ggn	cmpl	cmpl	-1,0,2,
812	NM_013705	chr7	+	29783967	29794703	29786249	29793726	5	29783967,29786218,29788048,29789337,29792359,	29784901,29786303,29788175,29789436,29794703,	0	Zfp30	cmpl	cmpl	-1,0,0,1,1,
816	NM_175478	chr7	-	30355513	30362772	30355637	30360798	3	30355513,30359383,30361932,	30356103,30360814,30362772,	0	Lrfn3	cmpl	cmpl	2,0,-1,
817	NM_178252	chr7	-	30522225	30535060	30522587	30534180	22	30522225,30523943,30525954,30526113,30526346,30527141,30528279,30528469,30528653,30529715,30529894,30530135,30530275,30530424,30530585,30531523,30532078,30532319,30532759,30532934,30534102,30534925,	30523846,30524588,30526029,30526259,30526500,30527287,30528387,30528552,30528798,30529818,30530047,30530195,30530342,30530502,30530708,30531616,30532216,30532400,30532844,30533032,30534212,30535060,	0	Arhgap33	cmpl	cmpl	1,1,1,2,1,2,2,0,2,1,1,1,0,0,0,0,0,0,2,0,0,-1,
818	NM_007959	chr7	-	30633615	30635852	30633633	30635830	6	30633615,30633988,30634612,30635307,30635574,30635760,	30633834,30634101,30635089,30635367,30635661,30635852,	0	Etv2	cmpl	cmpl	0,1,1,1,1,0,
819	NM_018731	chr7	+	30712208	30725534	30712250	30725184	22	30712208,30712353,30712608,30713083,30714970,30715318,30715740,30716534,30717051,30717235,30717690,30718978,30719992,30720216,30720466,30720725,30722491,30722919,30724192,30724657,30724854,30725155,	30712262,30712494,30712668,30713287,30715084,30715571,30716009,30716733,30717161,30717370,30717883,30719154,30720129,30720340,30720635,30720880,30722615,30723065,30724326,30724759,30724946,30725534,	0	Atp4a	cmpl	cmpl	0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
820	NM_001168509	chr7	-	30818356	30821648	30819120	30820113	3	30818356,30820676,30821499,	30820114,30820738,30821648,	0	Ffar2	cmpl	cmpl	0,-1,-1,
821	NM_019503	chr7	-	31051677	31055656	31051964	31055555	8	31051677,31051932,31052127,31053024,31053399,31053892,31054305,31055550,	31051815,31051987,31052177,31053061,31053474,31053925,31054370,31055656,	0	Fxyd1	cmpl	cmpl	-1,1,2,1,1,1,2,0,
821	NM_001111073	chr7	-	31032722	31041839	31032968	31041457	8	31032722,31035208,31035385,31036435,31037820,31039037,31040182,31041396,	31033018,31035283,31035415,31036516,31037928,31039094,31040257,31041839,	0	Fxyd5	cmpl	cmpl	1,1,1,1,1,1,1,0,
